encoder,dataset,model,tier_pair,n,acc
crossencoder,aep_causal_cls34,deberta-v3-large,T7-T13,12,0.666667
crossencoder,aep_causal_cls34,deberta-v3-large,T7-T14,3,0.333333
crossencoder,aep_causal_cls34,deberta-v3-large,T7-T15,42,0.880952
crossencoder,aep_causal_cls34,deberta-v3-large,T8-T9,108,0.796296
crossencoder,aep_causal_cls34,deberta-v3-large,T8-T10,36,0.861111
crossencoder,aep_causal_cls34,deberta-v3-large,T8-T11,216,0.856481
crossencoder,aep_causal_cls34,deberta-v3-large,T8-T12,72,0.944444
crossencoder,aep_causal_cls34,deberta-v3-large,T8-T13,72,0.930556
crossencoder,aep_causal_cls34,deberta-v3-large,T8-T14,18,0.111111
crossencoder,aep_causal_cls34,deberta-v3-large,T8-T15,252,0.912698
crossencoder,aep_causal_cls34,deberta-v3-large,T9-T10,12,0.833333
crossencoder,aep_causal_cls34,deberta-v3-large,T9-T11,72,0.833333
crossencoder,aep_causal_cls34,deberta-v3-large,T9-T12,24,0.875000
crossencoder,aep_causal_cls34,deberta-v3-large,T9-T13,24,0.958333
crossencoder,aep_causal_cls34,deberta-v3-large,T9-T14,6,0.166667
crossencoder,aep_causal_cls34,deberta-v3-large,T9-T15,84,0.904762
crossencoder,aep_causal_cls34,deberta-v3-large,T10-T11,24,0.791667
crossencoder,aep_causal_cls34,deberta-v3-large,T10-T12,8,0.750000
crossencoder,aep_causal_cls34,deberta-v3-large,T10-T13,8,1.000000
crossencoder,aep_causal_cls34,deberta-v3-large,T10-T14,2,0.000000
crossencoder,aep_causal_cls34,deberta-v3-large,T10-T15,28,0.892857
crossencoder,aep_causal_cls34,deberta-v3-large,T11-T12,48,0.812500
crossencoder,aep_causal_cls34,deberta-v3-large,T11-T13,48,0.958333
crossencoder,aep_causal_cls34,deberta-v3-large,T11-T14,12,0.083333
crossencoder,aep_causal_cls34,deberta-v3-large,T11-T15,168,0.880952
crossencoder,aep_causal_cls34,deberta-v3-large,T12-T13,16,0.812500
crossencoder,aep_causal_cls34,deberta-v3-large,T12-T14,4,0.000000
crossencoder,aep_causal_cls34,deberta-v3-large,T12-T15,56,0.857143
crossencoder,aep_causal_cls34,deberta-v3-large,T13-T14,4,0.000000
crossencoder,aep_causal_cls34,deberta-v3-large,T13-T15,56,0.910714
crossencoder,aep_causal_cls34,deberta-v3-large,T14-T15,14,0.857143
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T2,2,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T3,10,0.600000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T4,8,0.750000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T5,20,0.650000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T6,64,0.828125
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T7,6,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T8,36,0.944444
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T9,12,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T10,4,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T11,24,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T12,8,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T13,8,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T14,2,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T1-T15,28,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T3,5,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T4,4,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T5,10,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T6,32,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T7,3,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T8,18,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T9,6,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T10,2,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T11,12,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T12,4,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T13,4,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T14,1,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T2-T15,14,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T4,20,0.900000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T5,50,0.940000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T6,160,0.993750
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T7,15,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T8,90,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T9,30,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T10,10,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T11,60,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T12,20,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T13,20,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T14,5,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T3-T15,70,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T5,40,0.675000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T6,128,0.726562
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T7,12,0.833333
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T8,72,0.777778
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T9,24,0.875000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T10,8,0.875000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T11,48,0.937500
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T12,16,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T13,16,0.937500
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T14,4,0.750000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T4-T15,56,0.964286
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T6,320,0.678125
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T7,30,0.833333
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T8,180,0.938889
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T9,60,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T10,20,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T11,120,0.950000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T12,40,1.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T13,40,0.975000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T14,10,0.800000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T5-T15,140,0.957143
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T7,96,0.802083
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T8,576,0.861111
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T9,192,0.921875
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T10,64,0.921875
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T11,384,0.890625
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T12,128,0.984375
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T13,128,0.937500
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T14,32,0.812500
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T6-T15,448,0.935268
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T7-T8,54,0.592593
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T7-T9,18,0.666667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T7-T10,6,0.666667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T7-T11,36,0.611111
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T7-T12,12,0.666667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T7-T13,12,0.666667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T7-T14,3,0.333333
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T7-T15,42,0.809524
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T8-T9,108,0.805556
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T8-T10,36,0.833333
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T8-T11,216,0.875000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T8-T12,72,0.972222
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T8-T13,72,0.833333
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T8-T14,18,0.111111
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T8-T15,252,0.920635
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T9-T10,12,0.500000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T9-T11,72,0.833333
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T9-T12,24,0.916667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T9-T13,24,0.791667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T9-T14,6,0.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T9-T15,84,0.916667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T10-T11,24,0.791667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T10-T12,8,0.875000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T10-T13,8,0.750000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T10-T14,2,0.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T10-T15,28,0.928571
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T11-T12,48,0.791667
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T11-T13,48,0.687500
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T11-T14,12,0.083333
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T11-T15,168,0.857143
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T12-T13,16,0.437500
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T12-T14,4,0.000000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T12-T15,56,0.714286
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T13-T14,4,0.250000
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T13-T15,56,0.803571
crossencoder,aep_causal_cls34,all-mpnet-base-v2,T14-T15,14,0.928571
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T2,2,0.500000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T3,10,0.300000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T4,8,0.625000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T5,20,0.600000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T6,64,0.562500
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T7,6,0.666667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T8,36,0.694444
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T9,12,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T10,4,0.750000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T11,24,0.750000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T12,8,0.875000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T13,8,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T14,2,0.500000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T1-T15,28,0.928571
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T3,5,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T4,4,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T5,10,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T6,32,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T7,3,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T8,18,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T9,6,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T10,2,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T11,12,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T12,4,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T13,4,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T14,1,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T2-T15,14,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T4,20,0.650000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T5,50,0.660000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T6,160,0.781250
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T7,15,0.933333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T8,90,0.877778
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T9,30,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T10,10,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T11,60,0.950000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T12,20,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T13,20,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T14,5,0.800000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T3-T15,70,0.985714
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T5,40,0.425000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T6,128,0.421875
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T7,12,0.666667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T8,72,0.611111
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T9,24,0.708333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T10,8,0.750000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T11,48,0.729167
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T12,16,0.812500
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T13,16,0.812500
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T14,4,0.500000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T4-T15,56,0.821429
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T6,320,0.615625
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T7,30,0.800000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T8,180,0.811111
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T9,60,0.950000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T10,20,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T11,120,0.858333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T12,40,0.975000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T13,40,1.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T14,10,0.800000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T5-T15,140,0.928571
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T7,96,0.729167
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T8,576,0.727431
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T9,192,0.895833
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T10,64,0.890625
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T11,384,0.843750
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T12,128,0.945312
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T13,128,0.960938
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T14,32,0.656250
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T6-T15,448,0.935268
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T7-T8,54,0.500000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T7-T9,18,0.611111
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T7-T10,6,0.666667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T7-T11,36,0.583333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T7-T12,12,0.666667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T7-T13,12,0.666667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T7-T14,3,0.333333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T7-T15,42,0.761905
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T8-T9,108,0.805556
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T8-T10,36,0.833333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T8-T11,216,0.699074
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T8-T12,72,0.861111
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T8-T13,72,0.958333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T8-T14,18,0.166667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T8-T15,252,0.869048
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T9-T10,12,0.333333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T9-T11,72,0.541667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T9-T12,24,0.750000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T9-T13,24,0.916667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T9-T14,6,0.166667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T9-T15,84,0.785714
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T10-T11,24,0.583333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T10-T12,8,0.750000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T10-T13,8,0.875000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T10-T14,2,0.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T10-T15,28,0.857143
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T11-T12,48,0.708333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T11-T13,48,0.791667
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T11-T14,12,0.083333
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T11-T15,168,0.797619
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T12-T13,16,0.750000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T12-T14,4,0.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T12-T15,56,0.625000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T13-T14,4,0.000000
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T13-T15,56,0.607143
crossencoder,aep_causal_cls34,all-MiniLM-L6-v2,T14-T15,14,0.857143
crossencoder,aep_causal_cls34,e5-large-v2,T1-T2,2,0.000000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T3,10,0.200000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T4,8,0.750000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T5,20,0.450000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T6,64,0.375000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T7,6,0.666667
crossencoder,aep_causal_cls34,e5-large-v2,T1-T8,36,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T9,12,0.416667
crossencoder,aep_causal_cls34,e5-large-v2,T1-T10,4,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T11,24,0.416667
crossencoder,aep_causal_cls34,e5-large-v2,T1-T12,8,0.875000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T13,8,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T14,2,1.000000
crossencoder,aep_causal_cls34,e5-large-v2,T1-T15,28,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T3,5,0.600000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T4,4,0.250000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T5,10,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T6,32,0.437500
crossencoder,aep_causal_cls34,e5-large-v2,T2-T7,3,1.000000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T8,18,0.555556
crossencoder,aep_causal_cls34,e5-large-v2,T2-T9,6,0.833333
crossencoder,aep_causal_cls34,e5-large-v2,T2-T10,2,0.000000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T11,12,0.416667
crossencoder,aep_causal_cls34,e5-large-v2,T2-T12,4,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T13,4,0.000000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T14,1,0.000000
crossencoder,aep_causal_cls34,e5-large-v2,T2-T15,14,0.285714
crossencoder,aep_causal_cls34,e5-large-v2,T3-T4,20,0.350000
crossencoder,aep_causal_cls34,e5-large-v2,T3-T5,50,0.460000
crossencoder,aep_causal_cls34,e5-large-v2,T3-T6,160,0.487500
crossencoder,aep_causal_cls34,e5-large-v2,T3-T7,15,0.466667
crossencoder,aep_causal_cls34,e5-large-v2,T3-T8,90,0.477778
crossencoder,aep_causal_cls34,e5-large-v2,T3-T9,30,0.566667
crossencoder,aep_causal_cls34,e5-large-v2,T3-T10,10,0.200000
crossencoder,aep_causal_cls34,e5-large-v2,T3-T11,60,0.583333
crossencoder,aep_causal_cls34,e5-large-v2,T3-T12,20,0.300000
crossencoder,aep_causal_cls34,e5-large-v2,T3-T13,20,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T3-T14,5,0.400000
crossencoder,aep_causal_cls34,e5-large-v2,T3-T15,70,0.528571
crossencoder,aep_causal_cls34,e5-large-v2,T4-T5,40,0.425000
crossencoder,aep_causal_cls34,e5-large-v2,T4-T6,128,0.468750
crossencoder,aep_causal_cls34,e5-large-v2,T4-T7,12,0.666667
crossencoder,aep_causal_cls34,e5-large-v2,T4-T8,72,0.486111
crossencoder,aep_causal_cls34,e5-large-v2,T4-T9,24,0.541667
crossencoder,aep_causal_cls34,e5-large-v2,T4-T10,8,0.750000
crossencoder,aep_causal_cls34,e5-large-v2,T4-T11,48,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T4-T12,16,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T4-T13,16,0.625000
crossencoder,aep_causal_cls34,e5-large-v2,T4-T14,4,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T4-T15,56,0.482143
crossencoder,aep_causal_cls34,e5-large-v2,T5-T6,320,0.559375
crossencoder,aep_causal_cls34,e5-large-v2,T5-T7,30,0.400000
crossencoder,aep_causal_cls34,e5-large-v2,T5-T8,180,0.488889
crossencoder,aep_causal_cls34,e5-large-v2,T5-T9,60,0.450000
crossencoder,aep_causal_cls34,e5-large-v2,T5-T10,20,0.400000
crossencoder,aep_causal_cls34,e5-large-v2,T5-T11,120,0.408333
crossencoder,aep_causal_cls34,e5-large-v2,T5-T12,40,0.550000
crossencoder,aep_causal_cls34,e5-large-v2,T5-T13,40,0.350000
crossencoder,aep_causal_cls34,e5-large-v2,T5-T14,10,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T5-T15,140,0.414286
crossencoder,aep_causal_cls34,e5-large-v2,T6-T7,96,0.458333
crossencoder,aep_causal_cls34,e5-large-v2,T6-T8,576,0.463542
crossencoder,aep_causal_cls34,e5-large-v2,T6-T9,192,0.489583
crossencoder,aep_causal_cls34,e5-large-v2,T6-T10,64,0.484375
crossencoder,aep_causal_cls34,e5-large-v2,T6-T11,384,0.484375
crossencoder,aep_causal_cls34,e5-large-v2,T6-T12,128,0.507812
crossencoder,aep_causal_cls34,e5-large-v2,T6-T13,128,0.507812
crossencoder,aep_causal_cls34,e5-large-v2,T6-T14,32,0.468750
crossencoder,aep_causal_cls34,e5-large-v2,T6-T15,448,0.504464
crossencoder,aep_causal_cls34,e5-large-v2,T7-T8,54,0.537037
crossencoder,aep_causal_cls34,e5-large-v2,T7-T9,18,0.444444
crossencoder,aep_causal_cls34,e5-large-v2,T7-T10,6,0.666667
crossencoder,aep_causal_cls34,e5-large-v2,T7-T11,36,0.555556
crossencoder,aep_causal_cls34,e5-large-v2,T7-T12,12,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T7-T13,12,0.666667
crossencoder,aep_causal_cls34,e5-large-v2,T7-T14,3,0.000000
crossencoder,aep_causal_cls34,e5-large-v2,T7-T15,42,0.452381
crossencoder,aep_causal_cls34,e5-large-v2,T8-T9,108,0.453704
crossencoder,aep_causal_cls34,e5-large-v2,T8-T10,36,0.361111
crossencoder,aep_causal_cls34,e5-large-v2,T8-T11,216,0.467593
crossencoder,aep_causal_cls34,e5-large-v2,T8-T12,72,0.541667
crossencoder,aep_causal_cls34,e5-large-v2,T8-T13,72,0.555556
crossencoder,aep_causal_cls34,e5-large-v2,T8-T14,18,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T8-T15,252,0.488095
crossencoder,aep_causal_cls34,e5-large-v2,T9-T10,12,0.916667
crossencoder,aep_causal_cls34,e5-large-v2,T9-T11,72,0.486111
crossencoder,aep_causal_cls34,e5-large-v2,T9-T12,24,0.458333
crossencoder,aep_causal_cls34,e5-large-v2,T9-T13,24,0.541667
crossencoder,aep_causal_cls34,e5-large-v2,T9-T14,6,0.833333
crossencoder,aep_causal_cls34,e5-large-v2,T9-T15,84,0.571429
crossencoder,aep_causal_cls34,e5-large-v2,T10-T11,24,0.625000
crossencoder,aep_causal_cls34,e5-large-v2,T10-T12,8,0.750000
crossencoder,aep_causal_cls34,e5-large-v2,T10-T13,8,0.750000
crossencoder,aep_causal_cls34,e5-large-v2,T10-T14,2,0.000000
crossencoder,aep_causal_cls34,e5-large-v2,T10-T15,28,0.714286
crossencoder,aep_causal_cls34,e5-large-v2,T11-T12,48,0.520833
crossencoder,aep_causal_cls34,e5-large-v2,T11-T13,48,0.458333
crossencoder,aep_causal_cls34,e5-large-v2,T11-T14,12,0.500000
crossencoder,aep_causal_cls34,e5-large-v2,T11-T15,168,0.541667
crossencoder,aep_causal_cls34,e5-large-v2,T12-T13,16,0.250000
crossencoder,aep_causal_cls34,e5-large-v2,T12-T14,4,1.000000
crossencoder,aep_causal_cls34,e5-large-v2,T12-T15,56,0.464286
crossencoder,aep_causal_cls34,e5-large-v2,T13-T14,4,0.250000
crossencoder,aep_causal_cls34,e5-large-v2,T13-T15,56,0.446429
crossencoder,aep_causal_cls34,e5-large-v2,T14-T15,14,0.142857
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T2,2,0.500000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T3,10,0.700000
