encoder,dataset,model,tier_pair,n,acc
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T4,8,0.625000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T5,20,0.350000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T6,64,0.593750
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T7,6,0.666667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T8,36,0.694444
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T9,12,0.916667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T10,4,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T11,24,0.791667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T12,8,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T13,8,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T14,2,0.500000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T1-T15,28,0.928571
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T3,5,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T4,4,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T5,10,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T6,32,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T7,3,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T8,18,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T9,6,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T10,2,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T11,12,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T12,4,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T13,4,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T14,1,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T15,14,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T4,20,0.600000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T5,50,0.460000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T6,160,0.612500
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T7,15,0.800000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T8,90,0.866667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T9,30,0.933333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T10,10,0.900000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T11,60,0.933333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T12,20,0.900000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T13,20,0.950000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T14,5,0.600000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T15,70,0.885714
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T5,40,0.575000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T6,128,0.664062
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T7,12,0.833333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T8,72,0.736111
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T9,24,0.750000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T10,8,0.875000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T11,48,0.875000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T12,16,0.875000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T13,16,0.937500
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T14,4,0.750000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T15,56,0.892857
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T6,320,0.731250
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T7,30,0.900000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T8,180,0.888889
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T9,60,0.950000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T10,20,0.900000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T11,120,0.966667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T12,40,0.975000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T13,40,0.950000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T14,10,0.800000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T15,140,0.950000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T7,96,0.833333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T8,576,0.777778
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T9,192,0.916667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T10,64,0.843750
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T11,384,0.895833
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T12,128,0.953125
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T13,128,0.984375
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T14,32,0.687500
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T15,448,0.904018
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T8,54,0.555556
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T9,18,0.611111
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T10,6,0.666667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T11,36,0.611111
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T12,12,0.666667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T13,12,0.666667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T14,3,0.333333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T15,42,0.714286
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T9,108,0.833333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T10,36,0.833333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T11,216,0.833333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T12,72,0.902778
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T13,72,0.888889
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T14,18,0.166667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T15,252,0.833333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T10,12,0.500000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T11,72,0.708333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T12,24,0.750000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T13,24,0.833333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T14,6,0.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T15,84,0.785714
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T11,24,0.833333
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T12,8,0.875000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T13,8,1.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T14,2,0.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T15,28,0.821429
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T11-T12,48,0.666667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T11-T13,48,0.791667
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T11-T14,12,0.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T11-T15,168,0.750000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T12-T13,16,0.687500
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T12-T14,4,0.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T12-T15,56,0.625000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T13-T14,4,0.000000
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T13-T15,56,0.642857
crossencoder,aep_causal_cls34,bge-base-en-v1.5,T14-T15,14,0.928571
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T2,2,0.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T3,10,0.500000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T4,8,0.750000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T5,20,0.450000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T6,64,0.468750
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T7,6,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T8,36,0.972222
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T9,12,0.916667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T10,4,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T11,24,0.833333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T12,8,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T13,8,0.875000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T14,2,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T15,28,0.928571
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T3,5,0.800000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T4,4,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T5,10,0.900000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T6,32,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T7,3,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T8,18,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T9,6,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T10,2,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T11,12,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T12,4,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T13,4,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T14,1,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T15,14,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T4,20,0.650000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T5,50,0.580000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T6,160,0.706250
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T7,15,0.866667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T8,90,0.844444
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T9,30,0.800000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T10,10,0.800000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T11,60,0.850000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T12,20,0.950000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T13,20,0.950000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T14,5,0.800000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T15,70,0.942857
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T5,40,0.500000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T6,128,0.625000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T7,12,0.833333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T8,72,0.819444
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T9,24,0.833333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T10,8,0.750000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T11,48,0.812500
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T12,16,0.875000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T13,16,0.875000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T14,4,0.750000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T15,56,0.964286
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T6,320,0.759375
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T7,30,0.866667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T8,180,0.933333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T9,60,0.933333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T10,20,0.950000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T11,120,0.925000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T12,40,0.975000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T13,40,0.950000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T14,10,0.900000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T15,140,0.964286
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T7,96,0.885417
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T8,576,0.835069
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T9,192,0.864583
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T10,64,0.937500
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T11,384,0.872396
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T12,128,0.968750
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T13,128,0.968750
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T14,32,0.875000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T15,448,0.928571
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T8,54,0.592593
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T9,18,0.666667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T10,6,0.666667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T11,36,0.583333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T12,12,0.666667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T13,12,0.583333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T14,3,0.333333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T15,42,0.785714
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T9,108,0.787037
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T10,36,0.777778
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T11,216,0.805556
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T12,72,0.819444
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T13,72,0.763889
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T14,18,0.277778
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T15,252,0.833333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T10,12,1.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T11,72,0.666667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T12,24,0.750000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T13,24,0.791667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T14,6,0.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T15,84,0.833333
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T11,24,0.750000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T12,8,0.750000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T13,8,0.750000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T14,2,0.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T15,28,0.785714
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T11-T12,48,0.812500
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T11-T13,48,0.791667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T11-T14,12,0.166667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T11-T15,168,0.791667
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T12-T13,16,0.812500
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T12-T14,4,0.250000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T12-T15,56,0.767857
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T13-T14,4,0.000000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T13-T15,56,0.750000
crossencoder,aep_causal_cls34,bge-large-en-v1.5,T14-T15,14,0.857143
crossencoder,aep_dataset,deberta-v3-large,T1-T2,188,0.898936
crossencoder,aep_dataset,deberta-v3-large,T1-T3,188,0.898936
crossencoder,aep_dataset,deberta-v3-large,T1-T4,188,0.882979
crossencoder,aep_dataset,deberta-v3-large,T1-T6,188,0.936170
crossencoder,aep_dataset,deberta-v3-large,T1-T7,188,0.914894
crossencoder,aep_dataset,deberta-v3-large,T1-T8,188,0.872340
crossencoder,aep_dataset,deberta-v3-large,T1-T9,188,0.952128
crossencoder,aep_dataset,deberta-v3-large,T1-T10,188,0.984043
crossencoder,aep_dataset,deberta-v3-large,T1-T11,188,0.989362
crossencoder,aep_dataset,deberta-v3-large,T2-T3,188,0.877660
crossencoder,aep_dataset,deberta-v3-large,T2-T4,188,0.861702
crossencoder,aep_dataset,deberta-v3-large,T2-T6,188,0.946809
crossencoder,aep_dataset,deberta-v3-large,T2-T7,188,0.941489
crossencoder,aep_dataset,deberta-v3-large,T2-T8,188,0.973404
crossencoder,aep_dataset,deberta-v3-large,T2-T9,188,0.989362
crossencoder,aep_dataset,deberta-v3-large,T2-T10,188,0.968085
crossencoder,aep_dataset,deberta-v3-large,T2-T11,188,0.978723
crossencoder,aep_dataset,deberta-v3-large,T3-T4,188,0.898936
crossencoder,aep_dataset,deberta-v3-large,T3-T6,188,0.978723
crossencoder,aep_dataset,deberta-v3-large,T3-T7,188,0.930851
crossencoder,aep_dataset,deberta-v3-large,T3-T8,188,0.962766
crossencoder,aep_dataset,deberta-v3-large,T3-T9,188,0.978723
crossencoder,aep_dataset,deberta-v3-large,T3-T10,188,0.989362
crossencoder,aep_dataset,deberta-v3-large,T3-T11,188,0.989362
crossencoder,aep_dataset,deberta-v3-large,T4-T6,188,0.941489
crossencoder,aep_dataset,deberta-v3-large,T4-T7,188,0.888298
crossencoder,aep_dataset,deberta-v3-large,T4-T8,188,0.962766
crossencoder,aep_dataset,deberta-v3-large,T4-T9,188,0.925532
crossencoder,aep_dataset,deberta-v3-large,T4-T10,188,0.973404
crossencoder,aep_dataset,deberta-v3-large,T4-T11,188,0.968085
crossencoder,aep_dataset,deberta-v3-large,T6-T7,188,0.851064
crossencoder,aep_dataset,deberta-v3-large,T6-T8,188,0.946809
crossencoder,aep_dataset,deberta-v3-large,T6-T9,188,0.946809
crossencoder,aep_dataset,deberta-v3-large,T6-T10,188,0.946809
crossencoder,aep_dataset,deberta-v3-large,T6-T11,188,0.973404
crossencoder,aep_dataset,deberta-v3-large,T7-T8,188,0.904255
crossencoder,aep_dataset,deberta-v3-large,T7-T9,188,0.957447
crossencoder,aep_dataset,deberta-v3-large,T7-T10,188,0.898936
crossencoder,aep_dataset,deberta-v3-large,T7-T11,188,0.984043
crossencoder,aep_dataset,deberta-v3-large,T8-T9,188,0.914894
crossencoder,aep_dataset,deberta-v3-large,T8-T10,188,0.893617
crossencoder,aep_dataset,deberta-v3-large,T8-T11,188,0.962766
crossencoder,aep_dataset,deberta-v3-large,T9-T10,188,0.930851
crossencoder,aep_dataset,deberta-v3-large,T9-T11,188,0.957447
crossencoder,aep_dataset,deberta-v3-large,T10-T11,188,0.930851
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T2,188,0.792553
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T3,188,0.867021
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T4,188,0.888298
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T6,188,0.941489
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T7,188,0.920213
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T8,188,0.914894
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T9,188,0.968085
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T10,188,0.978723
crossencoder,aep_dataset,all-mpnet-base-v2,T1-T11,188,0.994681
crossencoder,aep_dataset,all-mpnet-base-v2,T2-T3,188,0.840426
crossencoder,aep_dataset,all-mpnet-base-v2,T2-T4,188,0.888298
crossencoder,aep_dataset,all-mpnet-base-v2,T2-T6,188,0.941489
crossencoder,aep_dataset,all-mpnet-base-v2,T2-T7,188,0.984043
crossencoder,aep_dataset,all-mpnet-base-v2,T2-T8,188,0.984043
crossencoder,aep_dataset,all-mpnet-base-v2,T2-T9,188,1.000000
crossencoder,aep_dataset,all-mpnet-base-v2,T2-T10,188,0.994681
crossencoder,aep_dataset,all-mpnet-base-v2,T2-T11,188,0.989362
crossencoder,aep_dataset,all-mpnet-base-v2,T3-T4,188,0.819149
crossencoder,aep_dataset,all-mpnet-base-v2,T3-T6,188,0.952128
crossencoder,aep_dataset,all-mpnet-base-v2,T3-T7,188,0.962766
crossencoder,aep_dataset,all-mpnet-base-v2,T3-T8,188,0.962766
crossencoder,aep_dataset,all-mpnet-base-v2,T3-T9,188,0.989362
crossencoder,aep_dataset,all-mpnet-base-v2,T3-T10,188,0.994681
crossencoder,aep_dataset,all-mpnet-base-v2,T3-T11,188,1.000000
crossencoder,aep_dataset,all-mpnet-base-v2,T4-T6,188,0.787234
crossencoder,aep_dataset,all-mpnet-base-v2,T4-T7,188,0.893617
crossencoder,aep_dataset,all-mpnet-base-v2,T4-T8,188,0.920213
crossencoder,aep_dataset,all-mpnet-base-v2,T4-T9,188,0.893617
crossencoder,aep_dataset,all-mpnet-base-v2,T4-T10,188,0.973404
crossencoder,aep_dataset,all-mpnet-base-v2,T4-T11,188,0.973404
crossencoder,aep_dataset,all-mpnet-base-v2,T6-T7,188,0.824468
crossencoder,aep_dataset,all-mpnet-base-v2,T6-T8,188,0.898936
crossencoder,aep_dataset,all-mpnet-base-v2,T6-T9,188,0.925532
crossencoder,aep_dataset,all-mpnet-base-v2,T6-T10,188,0.978723
crossencoder,aep_dataset,all-mpnet-base-v2,T6-T11,188,0.989362
crossencoder,aep_dataset,all-mpnet-base-v2,T7-T8,188,0.845745
crossencoder,aep_dataset,all-mpnet-base-v2,T7-T9,188,0.920213
crossencoder,aep_dataset,all-mpnet-base-v2,T7-T10,188,0.909574
crossencoder,aep_dataset,all-mpnet-base-v2,T7-T11,188,0.978723
crossencoder,aep_dataset,all-mpnet-base-v2,T8-T9,188,0.856383
crossencoder,aep_dataset,all-mpnet-base-v2,T8-T10,188,0.877660
crossencoder,aep_dataset,all-mpnet-base-v2,T8-T11,188,0.941489
crossencoder,aep_dataset,all-mpnet-base-v2,T9-T10,188,0.851064
crossencoder,aep_dataset,all-mpnet-base-v2,T9-T11,188,0.941489
crossencoder,aep_dataset,all-mpnet-base-v2,T10-T11,188,0.877660
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T2,188,0.696809
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T3,188,0.840426
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T4,188,0.898936
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T6,188,0.898936
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T7,188,0.898936
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T8,188,0.920213
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T9,188,0.936170
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T10,188,0.946809
crossencoder,aep_dataset,all-MiniLM-L6-v2,T1-T11,188,0.984043
crossencoder,aep_dataset,all-MiniLM-L6-v2,T2-T3,188,0.744681
crossencoder,aep_dataset,all-MiniLM-L6-v2,T2-T4,188,0.829787
crossencoder,aep_dataset,all-MiniLM-L6-v2,T2-T6,188,0.898936
crossencoder,aep_dataset,all-MiniLM-L6-v2,T2-T7,188,0.925532
crossencoder,aep_dataset,all-MiniLM-L6-v2,T2-T8,188,0.957447
crossencoder,aep_dataset,all-MiniLM-L6-v2,T2-T9,188,0.957447
crossencoder,aep_dataset,all-MiniLM-L6-v2,T2-T10,188,0.968085
crossencoder,aep_dataset,all-MiniLM-L6-v2,T2-T11,188,0.989362
crossencoder,aep_dataset,all-MiniLM-L6-v2,T3-T4,188,0.670213
crossencoder,aep_dataset,all-MiniLM-L6-v2,T3-T6,188,0.856383
crossencoder,aep_dataset,all-MiniLM-L6-v2,T3-T7,188,0.957447
crossencoder,aep_dataset,all-MiniLM-L6-v2,T3-T8,188,0.930851
crossencoder,aep_dataset,all-MiniLM-L6-v2,T3-T9,188,0.978723
crossencoder,aep_dataset,all-MiniLM-L6-v2,T3-T10,188,0.978723
crossencoder,aep_dataset,all-MiniLM-L6-v2,T3-T11,188,0.994681
crossencoder,aep_dataset,all-MiniLM-L6-v2,T4-T6,188,0.664894
crossencoder,aep_dataset,all-MiniLM-L6-v2,T4-T7,188,0.803191
crossencoder,aep_dataset,all-MiniLM-L6-v2,T4-T8,188,0.872340
crossencoder,aep_dataset,all-MiniLM-L6-v2,T4-T9,188,0.909574
crossencoder,aep_dataset,all-MiniLM-L6-v2,T4-T10,188,0.957447
crossencoder,aep_dataset,all-MiniLM-L6-v2,T4-T11,188,0.957447
crossencoder,aep_dataset,all-MiniLM-L6-v2,T6-T7,188,0.622340
crossencoder,aep_dataset,all-MiniLM-L6-v2,T6-T8,188,0.803191
crossencoder,aep_dataset,all-MiniLM-L6-v2,T6-T9,188,0.893617
crossencoder,aep_dataset,all-MiniLM-L6-v2,T6-T10,188,0.925532
crossencoder,aep_dataset,all-MiniLM-L6-v2,T6-T11,188,0.957447
crossencoder,aep_dataset,all-MiniLM-L6-v2,T7-T8,188,0.707447
crossencoder,aep_dataset,all-MiniLM-L6-v2,T7-T9,188,0.851064
crossencoder,aep_dataset,all-MiniLM-L6-v2,T7-T10,188,0.898936
crossencoder,aep_dataset,all-MiniLM-L6-v2,T7-T11,188,0.936170
crossencoder,aep_dataset,all-MiniLM-L6-v2,T8-T9,188,0.739362
crossencoder,aep_dataset,all-MiniLM-L6-v2,T8-T10,188,0.776596
